site,thedate,type,taskcode,Calcium,Magnesium,Potassium,Sodium,CHLORIDE (AS Cl),"Chloride, Calculated",Hardness (As CaCO3),Salinity (from sodium),Specific Conductivity,Total Dissolved Solids
S01,2016-09-02T12:00:00Z,N,Baseflow,NA,NA,NA,NA,450,NA,230,NA,NA,NA
S01,2016-09-02T12:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,487.118,NA,NA,1750,NA
S01,2016-09-02T12:16:00Z,N,Baseflow,NA,NA,NA,NA,NA,487.118,NA,NA,1750,NA
S01,2016-09-02T12:19:00Z,N,Baseflow,NA,NA,NA,NA,NA,487.118,NA,NA,1750,NA
S01,2017-09-24T10:19:00Z,N,Baseflow,NA,NA,NA,NA,NA,274.8356,NA,NA,1002,NA
S01,2017-09-24T10:23:00Z,N,Baseflow,NA,NA,NA,NA,NA,273.1328,NA,NA,996,NA
S01,2017-09-24T10:25:00Z,N,Baseflow,NA,NA,NA,NA,480,NA,240,NA,NA,NA
S01,2017-09-24T10:26:00Z,N,Baseflow,NA,NA,NA,NA,NA,272.5652,NA,NA,994,NA
S01,2013-09-26T11:15:00Z,N,Baseflow,36,9.41,NA,NA,140,NA,129,NA,NA,NA
S01,2014-09-26T14:30:00Z,N,Baseflow,38.9,10.9,NA,NA,210,204.1694,142,NA,753,NA
S01,2010-09-28T09:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2010-09-28T09:16:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2012-09-07T17:05:00Z,N,Stormwater,NA,NA,NA,NA,140,195.0878,120,NA,721,0
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,65,NA,NA,NA
S01,2017-09-08T10:36:00Z,N,Stormwater,NA,NA,NA,NA,NA,101.97302,NA,NA,392.9,NA
S01,2017-09-08T10:39:00Z,N,Stormwater,NA,NA,NA,NA,NA,101.97302,NA,NA,392.9,NA
S01,2017-09-08T10:41:00Z,N,Stormwater,NA,NA,NA,NA,NA,82.1354,NA,NA,323,NA
S01,2017-09-08T11:00:00Z,N,Stormwater,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S01,2015-10-01T11:00:00Z,N,Stormwater,27.2,6100,NA,NA,130,NA,93,NA,NA,NA
S01,2014-10-17T10:05:00Z,N,Stormwater,26.4,6.48,NA,NA,100,67.6616,92.7,NA,272,NA
S01,2011-10-20T10:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-10-06T10:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,146.558,NA,NA,550,NA
S01,2011-11-30T10:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-11-09T15:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,104.5556,NA,NA,402,0.261
S01,2017-02-19T14:00:00Z,N,Spring Melt,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S01,2017-02-19T14:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,205.8722,NA,NA,759,NA
S01,2017-02-19T14:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,207.0074,NA,NA,763,NA
S01,2017-03-01T17:05:00Z,N,Spring Melt,NA,NA,NA,NA,140,144.5714,NA,NA,543,NA
S01,2017-03-01T17:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,144.5714,NA,NA,543,NA
S01,2013-03-13T14:45:00Z,N,Spring Melt,NA,NA,NA,NA,NA,62.6519624,NA,0.1,254.348,NA
S01,2012-03-14T11:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,95.1902,NA,NA,369,0.24
S01,2014-03-14T14:22:00Z,N,Spring Melt,NA,NA,NA,NA,210,NA,70,NA,NA,NA
S01,2012-03-16T15:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,108.245,NA,0.2,415,0.289
S01,2017-03-17T18:15:00Z,N,Spring Melt,NA,NA,NA,NA,280,303.7832,NA,NA,1104,NA
S01,2017-03-17T18:20:00Z,N,Spring Melt,NA,NA,NA,NA,NA,303.4994,NA,NA,1103,NA
S01,2014-03-20T14:51:00Z,N,Spring Melt,NA,NA,NA,NA,270,269.4434,62,NA,983,NA
S01,2012-03-22T11:00:00Z,N,Spring Melt,NA,NA,NA,NA,NA,136.9088,NA,0.2,516,0.33
S01,2011-03-24T12:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,126.4082,NA,NA,479,NA
S01,2013-03-28T15:35:00Z,N,Spring Melt,NA,NA,NA,NA,NA,110.2316,NA,0.2,422,0.272
S01,2014-03-28T14:25:00Z,N,Spring Melt,NA,NA,NA,NA,220,214.3862,120,NA,789,NA
S01,2011-03-31T11:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,108.8126,NA,NA,417,NA
S01,2013-03-06T11:35:00Z,N,Spring Melt,NA,NA,NA,NA,NA,171.2486,NA,0.3,637,0.409
S01,2017-03-09T16:20:00Z,N,Spring Melt,NA,NA,NA,NA,110,126.1244,NA,NA,478,NA
S01,2017-03-09T16:25:00Z,N,Spring Melt,NA,NA,NA,NA,NA,126.4082,NA,NA,479,NA
S01,2011-04-11T10:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,100.2986,NA,NA,387,0.25
S01,2013-04-02T11:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,116.759,NA,0.2,445,0.29
S01,2011-04-05T11:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,98.5958,NA,NA,381,NA
S01,2014-04-08T14:25:00Z,N,Spring Melt,NA,NA,NA,NA,55,61.1342,40,NA,249,NA
S01,2017-05-01T18:03:00Z,N,Baseflow,NA,NA,NA,NA,NA,138.6116,NA,NA,522,NA
S01,2017-05-01T18:06:00Z,N,Baseflow,NA,NA,NA,NA,110,138.6116,86,NA,522,NA
S01,2017-05-01T18:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,138.6116,NA,NA,522,NA
S01,2018-05-10T16:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,202.7504,NA,NA,748,NA
S01,2018-05-10T16:33:00Z,N,Baseflow,NA,NA,NA,NA,NA,203.0342,NA,NA,749,NA
S01,2018-05-10T16:35:00Z,N,Baseflow,NA,NA,NA,NA,160,NA,130,NA,NA,NA
S01,2018-05-10T16:36:00Z,N,Baseflow,NA,NA,NA,NA,NA,203.0342,NA,NA,749,NA
S01,2016-05-12T16:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,220.0622,NA,NA,809,NA
S01,2016-05-12T16:15:00Z,N,Baseflow,NA,NA,NA,NA,170,NA,139,NA,NA,NA
S01,2014-05-14T10:35:00Z,N,Baseflow,41.3,8.94,NA,NA,170,188.2766,140,NA,697,NA
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
S01,2018-05-21T14:26:00Z,N,Stormwater,NA,NA,NA,NA,NA,179.4788,NA,NA,666,NA
S01,2018-05-21T14:28:00Z,N,Stormwater,NA,NA,NA,NA,NA,179.4788,NA,NA,666,NA
S01,2018-05-21T14:30:00Z,N,Stormwater,NA,NA,NA,NA,150,179.4788,NA,NA,666,NA
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,76,NA,NA,NA
S01,2015-05-06T12:00:00Z,N,Baseflow,40.4,8590,NA,NA,180,171.8162,136,NA,639,NA
S01,2017-05-07T14:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,70.4996,NA,NA,282,NA
S01,2017-05-07T14:23:00Z,N,Stormwater,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S01,2017-05-07T14:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,69.932,NA,NA,280,NA
S01,2015-06-01T14:00:00Z,N,Stormwater,36.9,7890,NA,NA,220,65.1074,124,NA,263,NA
S01,2019-06-10T12:20:00Z,N,Baseflow,NA,NA,NA,NA,140,NA,130,NA,NA,NA
S01,2014-06-13T12:49:00Z,N,Stormwater,31.7,7.19,NA,NA,65,105.6908,109,NA,406,NA
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,100,NA,103,NA,NA,NA
S01,2016-06-07T11:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,120.7322,NA,NA,459,NA
S01,2016-06-07T11:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,121.016,NA,NA,460,NA
S01,2011-07-13T11:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,246.7394,NA,NA,903,0.578
S01,2015-07-14T12:00:00Z,N,Baseflow,63.8,14100,NA,NA,360,384.95,217,NA,1390,NA
S01,2016-07-15T15:57:00Z,N,Stormwater,NA,NA,NA,NA,NA,190.2632,NA,NA,704,NA
S01,2016-07-15T16:02:00Z,N,Stormwater,NA,NA,NA,NA,NA,190.2632,NA,NA,704,NA
S01,2017-07-17T17:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,283.3496,NA,NA,1032,NA
S01,2017-07-17T17:38:00Z,N,Baseflow,NA,NA,NA,NA,NA,283.6334,NA,NA,1033,NA
S01,2017-07-17T17:40:00Z,N,Baseflow,NA,NA,NA,NA,250,NA,200,NA,NA,NA
S01,2017-07-17T17:41:00Z,N,Baseflow,NA,NA,NA,NA,NA,284.201,NA,NA,1035,NA
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,190,NA,NA,NA
S01,2018-07-18T15:09:00Z,N,Stormwater,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S01,2018-07-18T15:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,162.167,NA,NA,605,NA
S01,2018-07-18T15:11:00Z,N,Stormwater,NA,NA,NA,NA,NA,162.167,NA,NA,605,NA
S01,2018-07-18T15:12:00Z,N,Stormwater,NA,NA,NA,NA,NA,161.8832,NA,NA,604,NA
S01,2017-07-19T15:11:00Z,N,Stormwater,NA,NA,NA,NA,NA,205.8722,NA,NA,759,NA
S01,2017-07-19T15:14:00Z,N,Stormwater,NA,NA,NA,NA,180,205.8722,NA,NA,759,NA
S01,2017-07-19T15:17:00Z,N,Stormwater,NA,NA,NA,NA,NA,205.8722,NA,NA,759,NA
S01,2014-07-22T11:45:00Z,N,Baseflow,47,10.3,NA,NA,200,225.7382,160,NA,829,NA
S01,2012-07-27T08:40:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-06T12:28:00Z,N,Baseflow,NA,NA,NA,NA,290,NA,207,NA,NA,NA
S01,2016-07-06T12:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,356.57,NA,NA,1290,NA
S01,2016-07-06T12:37:00Z,N,Baseflow,NA,NA,NA,NA,NA,356.57,NA,NA,1290,NA
S01,2018-07-09T15:47:00Z,N,Baseflow,NA,NA,NA,NA,NA,367.3544,NA,NA,1328,NA
S01,2018-07-09T15:48:00Z,N,Baseflow,NA,NA,NA,NA,NA,375.5846,NA,NA,1357,NA
S01,2018-07-09T15:49:00Z,N,Baseflow,NA,NA,NA,NA,NA,377.855,NA,NA,1365,NA
S01,2018-07-09T15:50:00Z,N,Baseflow,NA,NA,NA,NA,300,NA,180,NA,NA,NA
S01,2013-08-01T14:20:00Z,N,Baseflow,45.7,7.76,NA,NA,88,NA,146,NA,NA,NA
S01,2011-08-10T00:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-08-12T11:40:00Z,N,Stormwater,23.4,5350,NA,NA,99,105.9746,80.4,NA,407,NA
S01,2013-08-02T10:50:00Z,N,Stormwater,29.3,7.04,NA,NA,66,NA,102,NA,NA,NA
S01,2011-08-25T12:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,159.6128,NA,NA,596,0.382
S01,2011-09-13T16:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,164.1536,NA,NA,612,0.392
S01,2013-09-13T12:33:00Z,N,Stormwater,22.4,5.15,NA,NA,66,NA,77.2,NA,NA,NA
S01,2012-09-14T10:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,217.508,NA,0.4,800,0.512
S01,2018-09-17T14:49:00Z,N,Baseflow,NA,NA,NA,NA,NA,176.6408,NA,NA,656,NA
S01,2018-09-17T14:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,176.357,NA,NA,655,NA
S01,2018-09-17T14:51:00Z,N,Baseflow,NA,NA,NA,NA,NA,176.6408,NA,NA,656,NA
S01,2018-09-17T14:52:00Z,N,Baseflow,NA,NA,NA,NA,130,NA,120,NA,NA,NA
S01,2015-09-18T10:50:00Z,N,Baseflow,43.4,9680,NA,NA,200,NA,148,NA,NA,NA
S01,2018-09-19T15:29:00Z,N,Stormwater,NA,NA,NA,NA,NA,129.01916,NA,NA,488.2,NA
S01,2018-09-19T15:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,128.90564,NA,NA,487.8,NA
S01,2018-09-19T15:31:00Z,N,Stormwater,NA,NA,NA,NA,NA,128.59346,NA,NA,486.7,NA
S01,2018-09-19T15:32:00Z,N,Stormwater,NA,NA,NA,NA,99,NA,NA,NA,NA,NA
S01,2016-09-02T11:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,438.872,NA,NA,1580,NA
S01,2016-09-02T11:15:00Z,N,Baseflow,NA,NA,NA,NA,380,NA,227,NA,NA,NA
S01,2016-09-02T11:18:00Z,N,Baseflow,NA,NA,NA,NA,NA,441.71,NA,NA,1590,NA
S01,2016-09-02T11:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,441.71,NA,NA,1590,NA
S01,2017-09-24T10:58:00Z,N,Baseflow,NA,NA,NA,NA,NA,323.3654,NA,NA,1173,NA
S01,2017-09-24T11:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,323.0816,NA,NA,1172,NA
S01,2017-09-24T11:03:00Z,N,Baseflow,NA,NA,NA,NA,NA,323.0816,NA,NA,1172,NA
S01,2017-09-24T11:05:00Z,N,Baseflow,NA,NA,NA,NA,270,NA,190,NA,NA,NA
S01,2013-09-26T10:18:00Z,N,Baseflow,43.7,9.23,NA,NA,100,NA,147,NA,NA,NA
S01,2014-09-26T14:10:00Z,N,Baseflow,42.1,9.59,NA,NA,150,176.6408,145,NA,656,NA
S01,2011-09-06T10:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,168.1268,NA,NA,626,0.4
S01,2012-09-07T16:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,132.0842,NA,NA,499,0.324
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,57,NA,NA,NA
S01,2017-09-08T10:08:00Z,N,Stormwater,NA,NA,NA,NA,NA,122.49176,NA,NA,465.2,NA
S01,2017-09-08T10:11:00Z,N,Stormwater,NA,NA,NA,NA,NA,122.77556,NA,NA,466.2,NA
S01,2017-09-08T10:14:00Z,N,Stormwater,NA,NA,NA,NA,NA,122.74718,NA,NA,466.1,NA
S01,2017-09-08T10:25:00Z,N,Stormwater,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
S01,2015-10-01T11:15:00Z,N,Stormwater,17.4,4350,NA,NA,66,NA,61.4,NA,NA,NA
S01,2014-10-17T10:20:00Z,N,Stormwater,20.1,4.96,NA,NA,56,61.1342,70.7,NA,249,NA
S01,2011-10-20T10:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2012-10-26T08:05:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-10-06T10:40:00Z,N,Stormwater,NA,NA,NA,NA,NA,86.96,NA,NA,340,NA
S01,2012-11-29T06:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-11-30T11:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-11-09T16:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,54.6068,NA,NA,226,0.147
S01,2017-02-19T14:50:00Z,N,Spring Melt,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S01,2017-02-19T15:00:00Z,N,Spring Melt,NA,NA,NA,NA,NA,183.1682,NA,NA,679,NA
S01,2017-02-19T15:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,183.7358,NA,NA,681,NA
S01,2017-03-01T16:45:00Z,N,Spring Melt,NA,NA,NA,NA,140,137.4764,NA,NA,518,NA
S01,2017-03-01T16:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,137.1926,NA,NA,517,NA
S01,2013-03-13T15:00:00Z,N,Spring Melt,NA,NA,NA,NA,NA,42.61625,NA,0.1,183.75,NA
S01,2012-03-14T12:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,49.2146,NA,NA,207,0.135
S01,2014-03-14T14:39:00Z,N,Spring Melt,NA,NA,NA,NA,230,NA,62,NA,NA,NA
S01,2012-03-16T15:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,55.742,NA,0.1,230,0.149
S01,2017-03-17T17:50:00Z,N,Spring Melt,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S01,2017-03-17T17:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,166.1402,NA,NA,619,NA
S01,2017-03-17T18:00:00Z,N,Spring Melt,NA,NA,NA,NA,NA,166.1402,NA,NA,619,NA
S01,2014-03-20T15:03:00Z,N,Spring Melt,NA,NA,NA,NA,200,175.7894,56,NA,653,NA
S01,2012-03-22T11:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,65.3912,NA,0.1,264,0.172
S01,2011-03-24T12:05:00Z,N,Baseflow,NA,NA,NA,NA,NA,65.3912,NA,NA,264,NA
S01,2013-03-28T15:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,50.9174,NA,0.1,213,0.138
S01,2014-03-28T14:40:00Z,N,Spring Melt,NA,NA,NA,NA,160,170.3972,74,NA,634,NA
S01,2011-03-31T11:08:00Z,N,Baseflow,NA,NA,NA,NA,NA,69.932,NA,NA,280,NA
S01,2013-03-06T11:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,107.3936,NA,0.2,412,0.268
S01,2017-03-09T15:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,137.7602,NA,NA,519,NA
S01,2017-03-09T16:00:00Z,N,Spring Melt,NA,NA,NA,NA,130,138.044,NA,NA,520,NA
S01,2011-04-11T10:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,86.1086,NA,NA,337,0.22
S01,2013-04-02T11:20:00Z,N,Spring Melt,NA,NA,NA,NA,NA,27.9296,NA,0.1,132,0.086
S01,2011-04-05T11:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,49.7822,NA,NA,209,NA
S01,2014-04-08T14:40:00Z,N,Spring Melt,NA,NA,NA,NA,32,33.3218,26,NA,151,NA
S01,2017-05-01T17:46:00Z,N,Baseflow,NA,NA,NA,NA,NA,87.8114,NA,NA,343,NA
S01,2017-05-01T17:49:00Z,N,Baseflow,NA,NA,NA,NA,NA,87.8114,NA,NA,343,NA
S01,2017-05-01T17:50:00Z,N,Baseflow,NA,NA,NA,NA,67,NA,57,NA,NA,NA
S01,2017-05-01T17:53:00Z,N,Baseflow,NA,NA,NA,NA,NA,87.8114,NA,NA,343,NA
S01,2018-05-10T16:14:00Z,N,Baseflow,NA,NA,NA,NA,NA,153.3692,NA,NA,574,NA
S01,2018-05-10T16:15:00Z,N,Baseflow,NA,NA,NA,NA,130,NA,92,NA,NA,NA
S01,2018-05-10T16:18:00Z,N,Baseflow,NA,NA,NA,NA,NA,154.7882,NA,NA,579,NA
S01,2018-05-10T16:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,154.7882,NA,NA,579,NA
S01,2016-05-12T16:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,139.1792,NA,NA,524,NA
S01,2016-05-12T16:40:00Z,N,Baseflow,NA,NA,NA,NA,120,NA,98.1,NA,NA,NA
S01,2014-05-14T11:05:00Z,N,Baseflow,23.1,5.28,NA,NA,78,97.7444,79.5,NA,378,NA
S01,2018-05-21T14:12:00Z,N,Stormwater,NA,NA,NA,NA,NA,168.1268,NA,NA,626,NA
S01,2018-05-21T14:14:00Z,N,Stormwater,NA,NA,NA,NA,NA,168.1268,NA,NA,626,NA
S01,2018-05-21T14:15:00Z,N,Stormwater,NA,NA,NA,NA,140,NA,NA,NA,NA,NA
S01,2018-05-21T14:16:00Z,N,Stormwater,NA,NA,NA,NA,NA,168.1268,NA,NA,626,NA
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,50,NA,NA,NA
S01,2015-05-06T12:30:00Z,N,Baseflow,17,3540,NA,NA,84,83.8382,56.9,NA,329,NA
S01,2017-05-07T14:05:00Z,N,Stormwater,NA,NA,NA,NA,NA,61.7018,NA,NA,251,NA
S01,2017-05-07T14:08:00Z,N,Stormwater,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
S01,2017-05-07T14:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,61.7018,NA,NA,251,NA
S01,2015-06-01T14:15:00Z,N,Stormwater,12.9,3020,NA,NA,55,53.1878,44.6,NA,221,NA
S01,2019-06-10T13:30:00Z,N,Baseflow,NA,NA,NA,NA,78,NA,83,NA,NA,NA
S01,2014-06-13T12:58:00Z,N,Stormwater,26.1,6.58,NA,NA,70,228.0086,92.2,NA,837,NA
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,96,NA,123,NA,NA,NA
S01,2016-06-07T11:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,79.865,NA,NA,315,NA
S01,2016-06-07T12:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,79.865,NA,NA,315,NA
S01,2011-07-13T12:05:00Z,N,Baseflow,NA,NA,NA,NA,NA,72.4862,NA,NA,289,0.187
S01,2015-07-14T12:20:00Z,N,Baseflow,33.9,8730,NA,NA,130,149.9636,120,NA,562,NA
S01,2016-07-15T16:19:00Z,N,Stormwater,NA,NA,NA,NA,NA,102.2852,NA,NA,394,NA
S01,2016-07-15T16:23:00Z,N,Stormwater,NA,NA,NA,NA,NA,102.569,NA,NA,395,NA
S01,2017-07-17T17:15:00Z,N,Baseflow,NA,NA,NA,NA,170,84.17876,92,NA,330.2,NA
S01,2017-07-17T17:18:00Z,N,Baseflow,NA,NA,NA,NA,NA,84.6896,NA,NA,332,NA
S01,2017-07-17T17:21:00Z,N,Baseflow,NA,NA,NA,NA,NA,84.29228,NA,NA,330.6,NA
S01,2018-07-18T14:48:00Z,N,Stormwater,NA,NA,NA,NA,NA,184.871,NA,NA,685,NA
S01,2018-07-18T14:53:00Z,N,Stormwater,NA,NA,NA,NA,NA,221.765,NA,NA,815,NA
S01,2018-07-18T14:54:00Z,N,Stormwater,NA,NA,NA,NA,210,NA,NA,NA,NA,NA
S01,2018-07-18T14:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,220.9136,NA,NA,812,NA
S01,2017-07-19T14:49:00Z,N,Stormwater,NA,NA,NA,NA,NA,220.346,NA,NA,810,NA
S01,2017-07-19T14:52:00Z,N,Stormwater,NA,NA,NA,NA,190,220.346,NA,NA,810,NA
S01,2017-07-19T14:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,220.346,NA,NA,810,NA
S01,2014-07-22T11:54:00Z,N,Baseflow,24.3,6.2,NA,NA,68,88.379,86.1,NA,345,NA
S01,2012-07-27T08:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-06T10:45:00Z,N,Baseflow,NA,NA,NA,NA,100,NA,91.7,NA,NA,NA
S01,2016-07-06T10:48:00Z,N,Baseflow,NA,NA,NA,NA,NA,93.2036,NA,NA,362,NA
S01,2016-07-06T10:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,94.055,NA,NA,365,NA
S01,2018-07-09T15:30:00Z,N,Baseflow,NA,NA,NA,NA,300,96.66596,120,NA,374.2,NA
S01,2018-07-09T15:32:00Z,N,Baseflow,NA,NA,NA,NA,NA,96.01322,NA,NA,371.9,NA
S01,2018-07-09T15:33:00Z,N,Baseflow,NA,NA,NA,NA,NA,95.21858,NA,NA,369.1,NA
S01,2018-07-09T15:36:00Z,N,Baseflow,NA,NA,NA,NA,NA,261.2132,NA,NA,954,NA
S01,2013-08-01T14:40:00Z,N,Baseflow,23.4,4.81,NA,NA,43,NA,78.2,NA,NA,NA
S01,2011-08-10T00:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-08-12T12:00:00Z,N,Stormwater,12.2,3090,NA,NA,50,NA,43.1,NA,0.213,NA
S01,2011-08-25T12:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,53.1878,NA,NA,221,0.143
S01,2011-09-13T16:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,60.5666,NA,NA,247,0.161
S01,2013-09-13T12:48:00Z,N,Stormwater,15,4.58,NA,NA,40,NA,56.3,NA,NA,NA
S01,2012-09-14T07:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,89.2304,NA,0.2,348,0.226
S01,2018-09-17T14:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,71.37938,NA,NA,285.1,NA
S01,2018-09-17T14:31:00Z,N,Baseflow,NA,NA,NA,NA,NA,113.38178,NA,NA,433.1,NA
S01,2018-09-17T14:32:00Z,N,Baseflow,NA,NA,NA,NA,NA,113.32502,NA,NA,432.9,NA
S01,2018-09-17T14:33:00Z,N,Baseflow,NA,NA,NA,NA,82,NA,70,NA,NA,NA
S01,2015-09-18T11:15:00Z,N,Baseflow,23.3,5270,NA,NA,67,NA,80,NA,NA,NA
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
S01,2018-09-19T15:06:00Z,N,Stormwater,NA,NA,NA,NA,NA,102.51224,NA,NA,394.8,NA
S01,2018-09-19T15:08:00Z,N,Stormwater,NA,NA,NA,NA,NA,102.54062,NA,NA,394.9,NA
S01,2018-09-19T15:09:00Z,N,Stormwater,NA,NA,NA,NA,NA,102.51224,NA,NA,394.8,NA
S01,2018-09-19T15:11:00Z,N,Stormwater,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
S01,2016-09-02T12:45:00Z,N,Baseflow,NA,NA,NA,NA,120,153.0854,64.4,NA,573,NA
S01,2016-09-02T12:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,152.5178,NA,NA,571,NA
S01,2016-09-02T12:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,150.815,NA,NA,565,NA
S01,2017-09-24T10:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,156.7748,NA,NA,586,NA
S01,2017-09-24T10:43:00Z,N,Baseflow,NA,NA,NA,NA,NA,155.6396,NA,NA,582,NA
S01,2017-09-24T10:45:00Z,N,Baseflow,NA,NA,NA,NA,120,NA,79,NA,NA,NA
S01,2017-09-24T10:46:00Z,N,Baseflow,NA,NA,NA,NA,NA,153.9368,NA,NA,576,NA
S01,2013-09-26T10:38:00Z,N,Baseflow,31.7,8.54,NA,NA,40,NA,114,NA,NA,NA
S01,2014-09-26T14:30:00Z,N,Baseflow,23.8,5.42,NA,NA,65,84.122,81.7,NA,330,NA
S01,2011-09-06T10:05:00Z,N,Stormwater,NA,NA,NA,NA,NA,71.351,NA,NA,285,0.184
S01,2012-09-07T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,112.7858,NA,NA,431,0.297
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
S01,2017-09-08T11:44:00Z,N,Stormwater,NA,NA,NA,NA,NA,74.21738,NA,NA,295.1,NA
