site,thedate,type,taskcode,Aluminum,Antimony,Arsenic,Barium,Beryllium,Cadmium,Chromium,Cobalt,Copper,Iron,Lead,Manganese,Mercury,Nickel,Selenium,Silver,Thallium,Vanadium,Zinc
S01,2014-05-14T11:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,3.9e-4,NA,NA,0.00234,NA,NA,NA,NA,0.005
S01,2011-05-16T11:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.025
S01,2011-05-16T00:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.09
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,4e-4,NA,NA,0.002,NA,NA,NA,NA,0.015
S01,2018-05-21T13:09:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T13:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T13:12:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T13:14:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-05-29T10:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00142,NA,4.5e-4,NA,NA,0.00121,NA,NA,NA,NA,0.02106
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,0.0032,NA,NA,0.007,NA,NA,NA,NA,0.031
S01,2015-05-06T12:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00306,NA,9.16e-4,NA,NA,0.005,NA,NA,NA,NA,0.0068
S01,2017-05-07T13:01:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-07T13:03:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-07T13:07:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-06-01T14:40:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00544,NA,0.00334,NA,NA,0.00454,NA,NA,NA,NA,0.046
S01,2019-06-10T11:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0022,NA,8e-4,NA,NA,0.0037,NA,NA,NA,NA,0.009
S01,2012-06-12T13:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,7e-4,NA,NA,0.0018,NA,NA,NA,NA,0.0241
S01,2014-06-13T13:18:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00717,NA,0.00708,NA,NA,0.0108,NA,NA,NA,NA,0.106
S01,2013-06-20T10:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00159,NA,2.5e-4,NA,NA,0.00117,NA,NA,NA,NA,0.01963
S01,2011-06-27T12:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.025
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,0.008,NA,NA,0.009,NA,NA,NA,NA,0.045
S01,2016-06-07T12:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-06-07T12:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-07-13T12:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0141
S01,2012-07-13T10:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,4e-4,NA,NA,0.0014,NA,NA,NA,NA,0.0314
S01,2015-07-14T12:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,2.7e-4,NA,NA,0.0012,NA,NA,NA,NA,0.005
S01,2016-07-14T22:30:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-14T22:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,0.002,NA,NA,0.004,NA,NA,NA,NA,0.053
S01,2016-07-15T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-15T17:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-17T15:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-17T15:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,9e-4,NA,NA,0.002,NA,NA,NA,NA,0.007
S01,2017-07-17T15:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.014,NA,0.0062,NA,NA,0.01,NA,NA,NA,NA,0.065
S01,2018-07-18T13:26:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-18T13:27:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-18T13:29:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-18T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-19T13:23:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-19T13:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-19T13:29:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-19T13:36:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-07-22T12:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,3e-4,NA,NA,0.0012,NA,NA,NA,NA,0.005
S01,2016-07-05T15:52:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,5e-4,NA,NA,0.002,NA,NA,NA,NA,0.0025
S01,2016-07-05T15:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-05T16:02:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-09T13:10:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0028,NA,0.0032,NA,NA,0.005,NA,NA,NA,NA,0.021
S01,2018-07-09T13:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,NA,0.0028,NA,NA,0.0045,NA,NA,NA,NA,0.019
S01,2018-07-09T13:11:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-09T13:12:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-09T13:13:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-08-01T15:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,3.8e-4,NA,NA,0.0015,NA,NA,NA,NA,0.0052
S01,2011-08-10T16:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0073,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
S01,2015-08-12T12:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0042,NA,0.00326,NA,NA,0.00302,NA,NA,NA,NA,0.0491
S01,2010-08-19T15:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,2.5e-4,NA,NA,5.1e-4,NA,2.5e-4,NA,NA,0.0011,NA,NA,NA,NA,0.0027
S01,2013-08-02T10:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0033,NA,0.0014,NA,NA,0.0036,NA,NA,NA,NA,0.0277
S01,2011-08-25T10:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174
S01,2010-09-01T11:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,2.5e-4,NA,NA,5.9e-4,NA,2.5e-4,NA,NA,0.0021,NA,NA,NA,NA,0.001
S01,2015-09-11T10:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00418,NA,0.00255,NA,NA,0.00463,NA,NA,NA,NA,0.022
S01,2011-09-13T14:50:00Z,N,Baseflow,0,1,1,1,1,2e-5,1,1,8e-4,0,1e-4,1,1,0.0014,1,1,1,1,0.016
S01,2011-09-13T15:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0803
S01,2013-09-13T13:40:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0138,NA,0.0176,NA,NA,0.0406,NA,NA,NA,NA,0.26
S01,2012-09-14T10:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,7e-4,NA,1e-4,NA,NA,0.0011,NA,NA,NA,NA,0.0227
S01,2018-09-17T13:02:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,0.0014,NA,NA,0.0029,NA,NA,NA,NA,0.0096
S01,2018-09-17T12:57:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-17T12:58:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-17T12:59:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-09-18T11:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,NA,2e-4,NA,NA,0.0014,NA,NA,NA,NA,0.005
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0074,NA,0.0062,NA,NA,0.0093,NA,NA,NA,NA,0.068
S01,2018-09-19T12:33:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-19T12:34:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-19T12:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-19T12:38:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-09-02T13:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,5e-4,NA,5e-4,NA,NA,0.001,NA,NA,NA,NA,0.0025
S01,2016-09-02T13:43:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-09-02T13:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-24T09:33:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-24T09:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,5e-4,NA,2e-4,NA,NA,5e-4,NA,NA,NA,NA,0.0025
S01,2017-09-24T09:36:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-24T09:38:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-09-26T11:47:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,NA,5.5e-4,NA,NA,0.0019,NA,NA,NA,NA,0.0071
S01,2014-09-26T14:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,2.1e-4,NA,NA,0.0011,NA,NA,NA,NA,0.005
S01,2010-09-28T11:05:00Z,N,Stormwater,NA,NA,NA,NA,NA,2.5e-4,NA,NA,8.9e-4,NA,2.5e-4,NA,NA,0.0014,NA,NA,NA,NA,0.0033
S01,2012-09-07T17:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA,3e-4,NA,NA,0.0018,NA,NA,NA,NA,0.0218
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,0.0059,NA,NA,0.007,NA,NA,NA,NA,0.048
S01,2017-09-07T16:48:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-07T16:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-07T16:54:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-07T17:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-10-01T10:40:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00546,NA,0.00299,NA,NA,0.00246,NA,NA,NA,NA,0.017
S01,2014-10-17T09:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00226,NA,5.6e-4,NA,NA,0.0013,NA,NA,NA,NA,0.0462
S01,2014-10-06T10:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00206,NA,2.9e-4,NA,NA,0.00166,NA,NA,NA,NA,0.472
S01,2017-02-19T13:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-02-19T13:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-02-19T13:45:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-21T16:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-21T16:52:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-21T16:54:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-21T16:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-27T10:22:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-27T10:25:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-27T10:28:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-02-27T10:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-01T15:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-01T15:20:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-03-13T13:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,5e-5,NA,1e-4,NA,NA,5e-5,NA,NA,NA,NA,0.00257
S01,2019-03-13T17:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2019-03-13T17:16:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2019-03-15T15:52:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2019-03-15T15:53:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-17T16:45:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-17T16:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-17T16:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-03-20T14:42:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,0.0071,NA,0.0049,NA,NA,0.003,NA,NA,NA,NA,0.0309
S01,2019-03-24T17:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2019-03-24T17:57:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-03-28T14:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.00115,NA,4.3e-4,NA,NA,9.7e-4,NA,NA,NA,NA,0.01433
S01,2014-03-28T14:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,0.0019,NA,4.1e-4,NA,NA,0.0015,NA,NA,NA,NA,0.0064
S01,2018-03-28T18:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-03-28T18:13:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-03-28T18:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-03-28T18:18:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2019-03-29T10:04:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2019-03-29T10:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-03-06T13:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.00161,NA,7e-4,NA,NA,0.00129,NA,NA,NA,NA,0.0192
S01,2018-03-06T15:12:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-03-06T15:14:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-03-06T15:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-03-06T15:16:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-09T14:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-09T14:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-04-02T10:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.00165,NA,3.5e-4,NA,NA,8.8e-4,NA,NA,NA,NA,0.01783
S01,2014-04-08T14:16:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,0.0035,NA,9.77e-4,NA,NA,0.0014,NA,NA,NA,NA,0.0073
S01,2017-05-01T16:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,3e-4,NA,NA,0.002,NA,NA,NA,NA,0.008
S01,2017-05-01T16:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-01T17:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-10T15:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-10T15:14:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-10T15:18:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-10T15:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,NA,6e-4,NA,NA,0.002,NA,NA,NA,NA,0.0069
S01,2016-05-12T15:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-05-12T15:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,5e-4,NA,NA,0.001,NA,NA,NA,NA,0.0025
S01,2014-05-14T10:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,3.1e-4,NA,NA,0.0023,NA,NA,NA,NA,0.005
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,0.0047,NA,NA,0.008,NA,NA,NA,NA,0.048
S01,2018-05-21T13:33:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T13:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T13:37:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-05-29T08:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00143,NA,2.2e-4,NA,NA,0.00106,NA,NA,NA,NA,0.01913
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,0.0038,NA,NA,0.005,NA,NA,NA,NA,0.035
S01,2015-05-06T11:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0017,NA,2.3e-4,NA,NA,0.00218,NA,NA,NA,NA,0.005
S01,2017-05-07T13:28:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-07T13:31:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-07T13:34:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-06-01T13:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0036,NA,7.4e-4,NA,NA,0.00269,NA,NA,NA,NA,0.032
S01,2019-06-10T12:05:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,0.0011,NA,NA,0.0027,NA,NA,NA,NA,0.011
S01,2014-06-13T12:38:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00534,NA,0.00201,NA,NA,0.00373,NA,NA,NA,NA,0.021
S01,2013-06-20T09:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00115,NA,4.5e-4,NA,NA,0.00134,NA,NA,NA,NA,0.02009
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,0.003,NA,NA,0.004,NA,NA,NA,NA,0.074
S01,2016-06-07T10:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-06-07T10:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
