site,thedate,type,taskcode,Aluminum,Antimony,Arsenic,Barium,Beryllium,Cadmium,Chromium,Cobalt,Copper,Iron,Lead,Manganese,Mercury,Nickel,Selenium,Silver,Thallium,Vanadium,Zinc
S01,2018-05-19T18:00:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,5e-4,NA,NA,0.003,NA,NA,NA,NA,0.032
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,3e-4,NA,NA,0.005,NA,NA,NA,NA,0.027
S01,2018-05-21T12:29:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T12:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T12:32:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T12:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T12:37:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-05-29T09:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00274,NA,5.4e-4,NA,NA,0.00123,NA,NA,NA,NA,0.0274
S01,2017-05-05T17:00:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,0.0015,NA,NA,0.003,NA,NA,NA,NA,0.048
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,0.0019,NA,NA,0.003,NA,NA,NA,NA,0.054
S01,2015-05-06T11:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,1.2e-4,NA,NA,0.00242,NA,NA,NA,NA,0.034
S01,2017-05-07T12:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-07T12:38:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-07T12:42:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-06-01T13:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00384,NA,0.00188,NA,NA,0.00193,NA,NA,NA,NA,0.098
S01,2019-06-10T10:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,2e-4,NA,NA,0.0019,NA,NA,NA,NA,0.015
S01,2012-06-12T09:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,1e-4,NA,NA,0.0014,NA,NA,NA,NA,0.0234
S01,2014-06-13T12:22:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,NA,0.00528,NA,NA,0.0058,NA,NA,NA,NA,0.132
S01,2013-06-20T09:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00141,NA,1e-4,NA,NA,0.00112,NA,NA,NA,NA,0.02162
S01,2011-06-27T10:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-06-27T11:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.025
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,0.003,NA,NA,0.003,NA,NA,NA,NA,0.12
S01,2016-06-07T12:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-06-07T12:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-07-13T09:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0224
S01,2012-07-13T11:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,1e-4,NA,NA,0.0013,NA,NA,NA,NA,0.0224
S01,2015-07-14T10:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,3.5e-4,NA,NA,0.001,NA,NA,NA,NA,0.026
S01,2016-07-14T22:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,0.004,NA,NA,0.003,NA,NA,NA,NA,0.13
S01,2016-07-15T14:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-15T14:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-17T14:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,5e-4,NA,5e-5,NA,NA,5e-4,NA,NA,NA,NA,0.043
S01,2017-07-17T14:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-17T13:30:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.019,NA,0.01,NA,NA,0.011,NA,NA,NA,NA,0.16
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,0.0064,NA,NA,0.0077,NA,NA,NA,NA,0.1
S01,2017-07-18T13:30:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,0.0033,NA,NA,0.003,NA,NA,NA,NA,0.093
S01,2017-07-18T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,0.0027,NA,NA,0.002,NA,NA,NA,NA,0.083
S01,2018-07-18T12:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-18T12:01:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-18T12:03:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-19T12:49:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-19T12:52:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-07-19T12:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-07-22T11:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0017,NA,1.9e-4,NA,NA,0.0013,NA,NA,NA,NA,0.014
S01,2012-07-26T14:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046
S01,2016-07-05T14:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,5e-4,NA,NA,0.001,NA,NA,NA,NA,0.033
S01,2016-07-05T14:52:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-05T15:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-09T10:54:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-09T10:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-09T10:58:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-07-09T11:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0017,NA,5e-5,NA,NA,0.0016,NA,NA,NA,NA,0.0025
S01,2013-08-01T13:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0022,NA,3.6e-4,NA,NA,0.0018,NA,NA,NA,NA,0.0098
S01,2011-08-10T17:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0857,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6246
S01,2015-08-12T10:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00799,NA,0.00557,NA,NA,0.00317,NA,NA,NA,NA,0.149
S01,2010-08-19T14:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,2.5e-4,NA,NA,0.0012,NA,2.5e-4,NA,NA,0.0026,NA,NA,NA,NA,0.0038
S01,2013-08-02T10:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0059,NA,0.0034,NA,NA,0.0036,NA,NA,NA,NA,0.066
S01,2011-08-25T11:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0216
S01,2010-09-01T11:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,2.5e-4,NA,NA,0.0011,NA,2.5e-4,NA,NA,0.0034,NA,NA,NA,NA,0.005
S01,2015-09-11T09:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00395,NA,0.00175,NA,NA,0.00193,NA,NA,NA,NA,0.0828
S01,2016-09-11T11:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,5e-4,NA,NA,5e-4,NA,NA,NA,NA,0.042
S01,2016-09-12T11:39:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-09-12T11:47:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-09-13T10:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0682
S01,2011-09-13T10:05:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-09-13T09:50:00Z,N,Baseflow,0,1,1,1,1,2e-5,1,1,0.0012,0,1e-4,0,1,0.002,1,1,1,1,0.0148
S01,2013-09-13T11:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.019,NA,0.0217,NA,NA,0.0412,NA,NA,NA,NA,0.37
S01,2012-09-14T08:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,1e-4,NA,NA,0.0015,NA,NA,NA,NA,0.0143
S01,2018-09-17T12:19:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-17T12:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-17T12:21:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-17T12:23:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA,4e-4,NA,NA,0.0019,NA,NA,NA,NA,0.0063
S01,2018-09-17T12:24:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,3e-4,NA,NA,0.0018,NA,NA,NA,NA,0.092
S01,2018-09-17T12:24:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-09-18T10:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,NA,1.7e-4,NA,NA,0.0012,NA,NA,NA,NA,0.026
S01,2018-09-18T09:51:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0056,NA,0.0037,NA,NA,0.0056,NA,NA,NA,NA,0.066
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,NA,0.0032,NA,NA,0.0052,NA,NA,NA,NA,0.059
S01,2018-09-19T11:11:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-19T11:12:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-19T11:13:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-09-19T11:17:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-09-02T14:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,5e-4,NA,5e-4,NA,NA,5e-4,NA,NA,NA,NA,0.035
S01,2016-09-02T14:48:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-09-02T15:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-09-02T15:05:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-24T08:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-24T08:48:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-24T08:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,6e-4,NA,NA,5e-4,NA,NA,NA,NA,0.045
S01,2017-09-24T08:52:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-09-26T09:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,5.4e-4,NA,NA,0.0024,NA,NA,NA,NA,0.0079
S01,2014-09-26T13:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,NA,9.9e-5,NA,NA,8.3e-4,NA,NA,NA,NA,0.024
S01,2010-09-28T10:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,2.5e-4,NA,NA,0.0024,NA,2.5e-4,NA,NA,0.0024,NA,NA,NA,NA,0.01
S01,2010-09-28T10:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2012-09-07T15:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0053,NA,0.0025,NA,NA,0.0022,NA,NA,NA,NA,0.079
S01,2017-09-07T14:28:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-07T14:31:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-07T14:34:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-07T14:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-09-07T04:30:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,0.0069,NA,NA,0.005,NA,NA,NA,NA,0.14
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,0.0023,NA,NA,0.003,NA,NA,NA,NA,0.077
S01,2010-10-01T16:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.0046,NA,0.00214,NA,NA,0.003,NA,NA,NA,NA,0.048
S01,2012-10-11T15:23:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.0073,NA,0.0033,NA,NA,0.0056,NA,NA,NA,NA,0.1645
S01,2010-10-15T10:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,2.5e-4,NA,NA,0.0041,NA,0.0024,NA,NA,0.0026,NA,NA,NA,NA,0.027
S01,2014-10-17T08:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00904,NA,0.00612,NA,NA,0.00584,NA,NA,NA,NA,0.102
S01,2010-10-21T13:45:00Z,N,Baseflow,NA,NA,NA,NA,NA,2.5e-4,NA,NA,0.0016,NA,2.5e-4,NA,NA,0.0023,NA,NA,NA,NA,0.011
S01,2011-10-25T12:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,1e-4,NA,NA,0.004,NA,0.0026,NA,NA,0.0025,NA,NA,NA,NA,0.0649
S01,2012-10-25T15:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,2e-4,NA,NA,0.0017,NA,NA,NA,NA,0.0214
S01,2010-10-06T14:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,2.5e-4,NA,NA,0.0026,NA,7.4e-4,NA,NA,0.0016,NA,NA,NA,NA,0.021
S01,2014-10-06T09:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.00275,NA,0.00122,NA,NA,0.00174,NA,NA,NA,NA,0.314
S01,2010-11-15T12:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,2.5e-4,NA,NA,0.0015,NA,2.5e-4,NA,NA,0.0023,NA,NA,NA,NA,0.012
S01,2012-11-29T09:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,1e-4,NA,NA,0.0013,NA,NA,NA,NA,0.0196
S01,2011-11-30T10:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,2e-5,NA,NA,0.0019,NA,7e-4,NA,NA,0.0017,NA,NA,NA,NA,0.0269
S01,2011-11-09T15:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,2e-5,NA,NA,0.0014,NA,4e-4,NA,NA,0.0021,NA,NA,NA,NA,0.0227
S01,2012-02-17T09:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.0018,NA,5e-4,NA,NA,0.0025,NA,NA,NA,NA,0.0405
S01,2017-02-19T10:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-02-19T11:00:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-02-19T11:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-01T11:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-01T11:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-01T11:20:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-03-13T16:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.00254,NA,8.2e-4,NA,NA,0.00167,NA,NA,NA,NA,0.03548
S01,2012-03-14T10:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,NA,4e-4,NA,NA,0.0024,NA,NA,NA,NA,0.0275
S01,2014-03-14T13:26:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.0026,NA,3.9e-4,NA,NA,0.0034,NA,NA,NA,NA,0.0256
S01,2012-03-16T14:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.0017,NA,4e-4,NA,NA,0.0026,NA,NA,NA,NA,0.0257
S01,2017-03-17T18:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-17T18:45:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-17T18:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-03-20T13:54:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1.7e-4,NA,NA,0.0032,NA,9.2e-4,NA,NA,0.0036,NA,NA,NA,NA,0.0384
S01,2012-03-22T10:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.0022,NA,0.0012,NA,NA,0.0025,NA,NA,NA,NA,0.034
S01,2011-03-24T10:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.025
S01,2013-03-28T13:25:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.00157,NA,2.7e-4,NA,NA,0.00145,NA,NA,NA,NA,0.02491
S01,2014-03-28T13:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1.6e-4,NA,NA,0.0017,NA,1.5e-4,NA,NA,0.00383,NA,NA,NA,NA,0.023
S01,2011-03-31T09:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.025
S01,2013-03-06T13:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.00149,NA,4.6e-4,NA,NA,0.00165,NA,NA,NA,NA,0.03856
S01,2017-03-09T12:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-03-09T12:35:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-04-11T11:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.06
S01,2012-04-19T12:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,NA,4e-4,NA,NA,0.002,NA,NA,NA,NA,0.0276
S01,2013-04-02T10:35:00Z,N,Spring Melt,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,2.6e-4,NA,NA,0.00177,NA,NA,NA,NA,0.02167
S01,2011-04-05T10:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.025
S01,2014-04-08T13:35:00Z,N,Spring Melt,NA,NA,NA,NA,NA,8.6e-5,NA,NA,0.00338,NA,7.74e-4,NA,NA,0.00195,NA,NA,NA,NA,0.017
S01,2017-05-01T18:21:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-01T18:24:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2017-05-01T18:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,2e-4,NA,NA,0.003,NA,NA,NA,NA,0.07
S01,2017-05-01T18:27:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-10T12:37:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-10T12:39:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-10T12:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA,1e-4,NA,NA,0.0021,NA,NA,NA,NA,0.011
S01,2018-05-10T12:42:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-05-12T13:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-05-12T13:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,5e-4,NA,NA,0.002,NA,NA,NA,NA,0.006
S01,2014-05-14T09:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00267,NA,2e-4,NA,NA,0.0044,NA,NA,NA,NA,0.014
S01,2011-05-16T10:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,5e-4,NA,NA,0.025,NA,0.004,NA,NA,0.01,NA,NA,NA,NA,0.025
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,2e-4,NA,NA,0.002,NA,NA,NA,NA,0.052
S01,2018-05-21T11:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T11:52:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T11:54:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2018-05-21T11:57:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-05-29T09:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,0.00182,NA,2.1e-4,NA,NA,0.00147,NA,NA,NA,NA,0.02938
